sida,ct,sid,descrip,omit,man.source,man.dm,man.ph,man.tan,man.treat1,app.rate,tan.app,cereal.hght,incorp,time.incorp,air.temp,wind.2m,rain.rate,app.mthd,dt.x,rain.cum,app.rate.ni,man.dm.ni,wind.sqrt,app.mthd.ts,app.mthd.bc,app.mthd.os,app.mthd.cs,incorp.shallow,incorp.deep,man.source.pig,__group,__orig.order,__add.row,__f4,dt.y,f,s,e,ei,j,er,f0,r1,r2,r3,f4,r5,jinst,n,lwr,upr,upr.rel,lwr.rel,pars
18ts,168,18,moderate rain,0,cat,6,7.5,1.2,none,40,48,0,none,,13,2.7,0,ts,1,15,40,6,1.6431676725155,1,0,0,0,0,0,0,18ts,14784,FALSE,1,1,1.755419681822e-115,0.0176151995613559,0.0913209645999519,3.20289885160502e-05,3.20289885160502e-05,0.00190252009583233,0.613594438864687,0.0246847954660249,0.0562856036059318,0.00180225861778936,1,0.0158489319246111,3.17471452135331e-05,100,2.12457442961252e-05,0.220599588814265,11595.1252918438,1.1167158939696,ps03
19bc,168,19,heavy rain,0,cat,6,7.5,1.2,none,40,48,0,none,,13,2.7,0,bc,1,45,40,6,1.6431676725155,0,1,0,0,0,0,0,19bc,15288,FALSE,1,1,0,1.33563950061554e-130,0.000865094990791432,0,0,1.80228123081548e-05,0.613594438864687,0.172389655071473,0.0562856036059318,0.00180225861778936,1,0.0158489319246111,2.40716780024424e-133,100,1.34106603739459e-05,0.463705045259066,2572878.40172009,74.4093660004323,ps03
19bsth,168,19,heavy rain,0,cat,6,7.5,1.2,none,40,48,0,none,,13,2.7,0,bsth,1,45,40,6,1.6431676725155,0,0,0,0,0,0,0,19bsth,15456,FALSE,1,1,0,1.33563950121722e-130,0.000865073368027323,0,0,1.80223618339026e-05,0.613594438864687,0.0314353223134852,0.0562856036059318,0.00180225861778936,1,0.0158489319246111,2.40716780132863e-133,100,1.34106536410288e-05,0.250878994828534,1392042.82513403,74.4111885258099,ps03
19cs,168,19,heavy rain,0,cat,6,7.5,1.2,none,40,48,0,none,,13,2.7,0,cs,1,45,0,0,1.6431676725155,0,0,0,1,0,0,0,19cs,15960,FALSE,1,1,0,1.50461975149742e-130,0.000524706140659613,0,0,1.09313779304086e-05,0.0102895392549555,0.0314353223134852,0.0562856036059318,0.00109314957419841,1,0.0158489319246111,1.64477444067993e-133,100,8.78019054346617e-06,0.0668012965446498,611096.761725014,80.3209860583237,ps03
19os,168,19,heavy rain,0,cat,6,7.5,1.2,none,40,48,0,none,,13,2.7,0,os,1,45,0,0,1.6431676725155,0,0,1,0,0,0,0,19os,15792,FALSE,1,1,0,1.33563913492458e-130,0.000865069228803657,0,0,1.80222756000762e-05,0.0869110626875687,0.0314353223134852,0.0562856036059318,0.00180225861778936,1,0.0158489319246111,2.40716714117456e-133,100,1.34106519342545e-05,0.111705870457709,619821.119910279,74.4115351015818,ps03
19ts,168,19,heavy rain,0,cat,6,7.5,1.2,none,40,48,0,none,,13,2.7,0,ts,1,45,40,6,1.6431676725155,1,0,0,0,0,0,0,19ts,15624,FALSE,1,1,0,1.33563950124604e-130,0.000865072332478809,0,0,1.80223402599752e-05,0.613594438864687,0.0246847954660249,0.0562856036059318,0.00180225861778936,1,0.0158489319246111,2.40716780138056e-133,100,1.34106514362541e-05,0.229130813319666,1271371.03181061,74.4112653673346,ps03
1bc,168,1,ref,0,cat,6,7.5,1.2,none,40,48,0,none,,13,2.7,0,bc,1,0,40,6,1.6431676725155,0,1,0,0,0,0,0,1bc,168,FALSE,1,1,6.09030369875173e-16,1.36081811572922,24.6981723350496,0.00247431927462927,0.00247431927462927,0.5145452569802,0.613594438864687,0.172389655071473,0.0562856036059318,0.00180225861778936,1,0.0158489319246111,0.00245254617631698,100,0.384842803054019,0.577142989259138,112.16564168647,74.7927996290574,ps03
1bsth,168,1,ref,0,cat,6,7.5,1.2,none,40,48,0,none,,13,2.7,0,bsth,1,0,40,6,1.6431676725155,0,0,0,0,0,0,0,1bsth,336,FALSE,1,1,1.17185718662912e-05,2.17528618138234,14.1557212801032,0.00395561726051064,0.00395561726051064,0.294910860002151,0.613594438864687,0.0314353223134852,0.0562856036059318,0.00180225861778936,1,0.0158489319246111,0.00392079664363811,100,0.215716973144085,0.353220031812211,119.771795385777,73.1465003162352,ps03
1cs,168,1,ref,0,cat,6,7.5,1.2,none,40,48,0,none,,13,2.7,0,cs,1,0,0,0,1.6431676725155,0,0,0,1,0,0,0,1cs,840,FALSE,1,1,1.9651205681284e-07,2.7810319726232,3.08322310368028,0.00306598909437028,0.00306598909437028,0.0642338146600059,0.0102895392549555,0.0314353223134852,0.0562856036059318,0.00109314957419841,1,0.0158489319246111,0.00304009009412506,100,0.0466319665942229,0.0956629586095432,148.929281432052,72.5972244386374,ps03
1os,168,1,ref,0,cat,6,7.5,1.2,none,40,48,0,none,,13,2.7,0,os,1,0,0,0,1.6431676725155,0,0,1,0,0,0,0,1os,672,FALSE,1,1,1.65984805202025e-06,2.43161451581191,5.99504041101635,0.00442135851123826,0.00442135851123826,0.124896675229507,0.0869110626875687,0.0314353223134852,0.0562856036059318,0.00180225861778936,1,0.0158489319246111,0.00438245039412223,100,0.117160842987187,0.191537031619507,153.356389405517,93.806214434367,ps03
1ts,168,1,ref,0,cat,6,7.5,1.2,none,40,48,0,none,,13,2.7,0,ts,1,0,40,6,1.6431676725155,1,0,0,0,0,0,0,1ts,504,FALSE,1,1,3.64252943371921e-05,2.30526066526818,12.7277748401629,0.00419249473162608,0.00419249473162608,0.265161975836728,0.613594438864687,0.0246847954660249,0.0562856036059318,0.00180225861778936,1,0.0158489319246111,0.00415557505117093,100,0.206076347492481,0.329257438273484,124.172192198561,77.7171564068339,ps03
20bc,168,20,pH 6.4,0,cat,6,6.4,1.2,none,40,48,0,none,,13,2.7,0,bc,1,0,40,6,1.6431676725155,0,1,0,0,0,0,0,20bc,16128,FALSE,1,1,3.35163740741694e-07,1.92784434735052,17.2927122346739,0.00328384607446708,0.00328384607446708,0.360264838222372,0.613594438864687,0.0525919354715143,0.0562856036059318,0.00168847486491028,1,0.0158489319246111,0.00325513435087053,100,0.196988571410199,0.462508563611343,128.380156635175,54.6788224968566,ps03
20bsth,168,20,pH 6.4,0,cat,6,6.4,1.2,none,40,48,0,none,,13,2.7,0,bsth,1,0,40,6,1.6431676725155,0,0,0,0,0,0,0,20bsth,16296,FALSE,1,1,0.000459970393086436,2.77550806374457,8.22891361443235,0.00473224757501356,0.00473224757501356,0.171435700300674,0.613594438864687,0.00959016039536497,0.0562856036059318,0.00168847486491028,1,0.0158489319246111,0.00469078679283531,100,0.126132412853402,0.219153691897229,127.834337604632,73.574181242404,ps03
20cs,168,20,pH 6.4,0,cat,6,6.4,1.2,none,40,48,0,none,,13,2.7,0,cs,1,0,0,0,1.6431676725155,0,0,0,1,0,0,0,20cs,16800,FALSE,1,1,7.71337403992332e-06,2.82370759303046,2.80957482546933,0.0029164681958056,0.0029164681958056,0.0585328088639443,0.0102895392549555,0.00959016039536497,0.0562856036059318,0.00102413469487824,1,0.0158489319246111,0.00289193088670785,100,0.0184090620557209,0.0765495503603902,130.780585873343,31.4508434039303,ps03
20os,168,20,pH 6.4,0,cat,6,6.4,1.2,none,40,48,0,none,,13,2.7,0,os,1,0,0,0,1.6431676725155,0,0,1,0,0,0,0,20os,16632,FALSE,1,1,6.51513656837047e-05,2.5576140679317,4.92395577952724,0.00435719943171353,0.00435719943171353,0.102582412073484,0.0869110626875687,0.00959016039536497,0.0562856036059318,0.00168847486491028,1,0.0158489319246111,0.00431909187989048,100,0.0745167224271371,0.130494161495634,127.209098380486,72.6408366901703,ps03
20ts,168,20,pH 6.4,0,cat,6,6.4,1.2,none,40,48,0,none,,13,2.7,0,ts,1,0,40,6,1.6431676725155,1,0,0,0,0,0,0,20ts,16464,FALSE,1,1,0.00065011237917403,2.85542730402508,7.48728222837941,0.00486886583541502,0.00486886583541502,0.155985046424571,0.613594438864687,0.00753073709520718,0.0562856036059318,0.00168847486491028,1,0.0158489319246111,0.00482621305683476,100,0.116373053337478,0.186138181209535,119.330785531128,74.6052624946662,ps03
21bc,168,21,pH 6,0,cat,6,6,1.2,none,40,48,0,none,,13,2.7,0,bc,1,0,40,6,1.6431676725155,0,1,0,0,0,0,0,21bc,16968,FALSE,1,1,7.42293822115359e-06,2.18281022077072,14.3918653671443,0.00363118456651002,0.00363118456651002,0.299830528482173,0.613594438864687,0.0341531791994159,0.0562856036059318,0.00164890450723222,1,0.0158489319246111,0.00359949912840065,100,0.153302272226643,0.441682301025605,147.31065020681,51.1296408016563,ps03
21bsth,168,21,pH 6,0,cat,6,6,1.2,none,40,48,0,none,,13,2.7,0,bsth,1,0,40,6,1.6431676725155,0,0,0,0,0,0,0,21bsth,17136,FALSE,1,1,0.000809187752523079,2.92742128275055,6.90493461036244,0.00487467869064684,0.00487467869064684,0.143852804382551,0.613594438864687,0.00622784583981409,0.0562856036059318,0.00164890450723222,1,0.0158489319246111,0.00483207764427309,100,0.0995108452393312,0.193294068414477,134.369343193648,69.1754642298804,ps03
21cs,168,21,pH 6,0,cat,6,6,1.2,none,40,48,0,none,,13,2.7,0,cs,1,0,0,0,1.6431676725155,0,0,0,1,0,0,0,21cs,17640,FALSE,1,1,1.35694990320008e-05,2.83755435247862,2.72705177059419,0.0028620631500953,0.0028620631500953,0.0568135785540455,0.0102895392549555,0.00622784583981409,0.0562856036059318,0.00100013352256053,1,0.0158489319246111,0.0028380177387495,100,0.0129441344932202,0.0796837424205202,140.254749742122,22.7835225709409,ps03
21os,168,21,pH 6,0,cat,6,6,1.2,none,40,48,0,none,,13,2.7,0,os,1,0,0,0,1.6431676725155,0,0,1,0,0,0,0,21os,17472,FALSE,1,1,0.000114615392563972,2.59356847431517,4.6552837636093,0.00431491221853708,0.00431491221853708,0.096985078408527,0.0869110626875687,0.00622784583981409,0.0562856036059318,0.00164890450723222,1,0.0158489319246111,0.00427726055410943,100,0.0556946507628782,0.134241484116932,138.41457502511,57.4259996246819,ps03
21ts,168,21,pH 6,0,cat,6,6,1.2,none,40,48,0,none,,13,2.7,0,ts,1,0,40,6,1.6431676725155,1,0,0,0,0,0,0,21ts,17304,FALSE,1,1,0.001013041274779,2.98675990348469,6.37422784999972,0.00497328232112171,0.00497328232112171,0.132796413541661,0.613594438864687,0.00489045727658394,0.0562856036059318,0.00164890450723222,1,0.0158489319246111,0.00492983610195011,100,0.0822142561508001,0.167980735595817,126.494933948738,61.9099973848375,ps03
22bc,168,22,"low DM, high application, cold, still",0,cat,3,7.5,1.2,none,100,120,0,none,,0,0,0,bc,1,0,100,3,0,0,1,0,0,0,0,0,22bc,17808,FALSE,1,1,0.000466856486585614,6.44592349814055,17.0415570649309,0.0117256028034873,0.0117256028034873,0.142012975541091,0.311246713415997,0.0109156523999021,0.0562856036059318,0.00180225861778936,1,0.0158489319246111,0.011622317217263,100,0.0913583661413195,0.166679839149764,117.369443541823,64.3309991873842,ps03
22bsth,168,22,"low DM, high application, cold, still",0,cat,3,7.5,1.2,none,100,120,0,none,,0,0,0,bsth,1,0,100,3,0,0,0,0,0,0,0,0,22bsth,17976,FALSE,1,1,0.00209111343122504,6.92396103466854,12.6907028204247,0.0125937290524298,0.0125937290524298,0.105755856836872,0.311246713415997,0.00199047356589133,0.0562856036059318,0.00180225861778936,1,0.0158489319246111,0.0124829307499773,100,0.0741745994183821,0.122793526431919,116.110379230653,70.137580685291,ps03
22cs,168,22,"low DM, high application, cold, still",0,cat,3,7.5,1.2,none,100,120,0,none,,0,0,0,cs,1,0,0,0,0,0,0,0,1,0,0,0,22cs,18480,FALSE,1,1,1.98189484603487e-05,6.97466760471216,7.30401325885665,0.00768934743127314,0.00768934743127314,0.0608667771571387,0.00294990337660968,0.00199047356589133,0.0562856036059318,0.00109314957419841,1,0.0158489319246111,0.00762439437135957,100,0.0441479430470929,0.0667376462617128,109.645441041535,72.5320858259292,ps03
22os,168,22,"low DM, high application, cold, still",0,cat,3,7.5,1.2,none,100,120,0,none,,0,0,0,os,1,0,0,0,0,0,0,1,0,0,0,0,22os,18312,FALSE,1,1,0.000177186446703502,6.24741475108231,11.7116377699817,0.0113597696949146,0.0113597696949146,0.0975969814165142,0.0263728874650363,0.00199047356589133,0.0562856036059318,0.00180225861778936,1,0.0158489319246111,0.0112598097589809,100,0.0653025953338853,0.112142225857854,114.903375319843,66.9104662727157,ps03
22ts,168,22,"low DM, high application, cold, still",0,cat,3,7.5,1.2,none,100,120,0,none,,0,0,0,ts,1,0,100,3,0,1,0,0,0,0,0,0,22ts,18144,FALSE,1,1,0.0022467994848911,6.95207261007046,12.4484935204665,0.0126441644911921,0.0126441644911921,0.103737446003887,0.311246713415997,0.0015630325773208,0.0562856036059318,0.00180225861778936,1,0.0158489319246111,0.0125329445937865,100,0.0702121573599461,0.124763107707257,120.268150521637,67.6825582898146,ps03
23bc,168,23,"high DM, low application, hot, windy",0,cat,10,7.5,1.2,none,5,6,0,none,,35,10,0,bc,1,0,5,10,3.16227766016838,0,1,0,0,0,0,0,23bc,18648,FALSE,1,1,0,0.0358379469177739,5.37219907656504,6.51626560497221e-05,6.51626560497221e-05,0.895366512760841,0.894552017013151,4.78292794611202,0.0562856036059318,0.00180225861778936,1,0.0158489319246111,6.45892486764357e-05,100,0.734109906055301,0.948965642225208,105.986278099579,81.9898773957595,ps03
23bsth,168,23,"high DM, low application, hot, windy",0,cat,10,7.5,1.2,none,5,6,0,none,,35,10,0,bsth,1,0,5,10,3.16227766016838,0,0,0,0,0,0,0,23bsth,18816,FALSE,1,1,9.73542062549548e-68,0.0497037820943027,5.13467794751027,9.03743304387916e-05,9.03743304387916e-05,0.855779657918379,0.894552017013151,0.87216881735665,0.0562856036059318,0.00180225861778936,1,0.0158489319246111,8.95790696161817e-05,100,0.72889269176073,0.921518534996782,107.68175271171,85.1729396716099,ps03
23cs,168,23,"high DM, low application, hot, windy",0,cat,10,7.5,1.2,none,5,6,0,none,,35,10,0,cs,1,0,0,0,3.16227766016838,0,0,0,1,0,0,0,23cs,19320,FALSE,1,1,5.72652130827727e-69,0.331164429216758,0.643206991597349,0.000365096267263221,0.000365096267263221,0.107201165266225,0.0526188994173789,0.87216881735665,0.0562856036059318,0.00109314957419841,1,0.0158489319246111,0.00036201225478796,100,0.05893144383135,0.39541958152852,368.857540444201,54.9727642278876,ps03
23os,168,23,"high DM, low application, hot, windy",0,cat,10,7.5,1.2,none,5,6,0,none,,35,10,0,os,1,0,0,0,3.16227766016838,0,0,1,0,0,0,0,23os,19152,FALSE,1,1,3.66855437843816e-68,0.211439578629107,2.2969729081475,0.000384451837299071,0.000384451837299071,0.382828818024584,0.337089977412995,0.87216881735665,0.0562856036059318,0.00180225861778936,1,0.0158489319246111,0.000381068802726059,100,0.253259103432833,0.840584311068329,219.571848171145,66.1546601271196,ps03
23ts,168,23,"high DM, low application, hot, windy",0,cat,10,7.5,1.2,none,5,6,0,none,,35,10,0,ts,1,0,5,10,3.16227766016838,1,0,0,0,0,0,0,23ts,18984,FALSE,1,1,4.50286442239073e-54,0.0541291365600822,5.06039713682859,9.84207693601746e-05,9.84207693601746e-05,0.843399522804764,0.894552017013151,0.684876351945596,0.0562856036059318,0.00180225861778936,1,0.0158489319246111,9.75547028389054e-05,100,0.710945964731433,0.917193607325623,108.749599985005,84.2952770908796,ps03
24bc,168,24,"high DM, low application, hot, windy, pH 6",0,cat,10,6,1.2,none,5,6,0,none,,35,10,0,bc,1,0,5,10,3.16227766016838,0,1,0,0,0,0,0,24bc,19488,FALSE,1,1,3.06605437950325e-73,0.0496572196484106,5.14967244464756,8.26005714351652e-05,8.26005714351652e-05,0.858278740774593,0.894552017013151,0.947575393510315,0.0562856036059318,0.00164890450723222,1,0.0158489319246111,8.18800132948846e-05,100,0.700731050692487,0.923587792124378,107.609305490993,81.6437617993521,ps03
24bsth,168,24,"high DM, low application, hot, windy, pH 6",0,cat,10,6,1.2,none,5,6,0,none,,35,10,0,bsth,1,0,5,10,3.16227766016838,0,0,0,0,0,0,0,24bsth,19656,FALSE,1,1,1.03754900881719e-16,0.108971442915101,4.22215502531837,0.00018126474898672,0.00018126474898672,0.703692504219729,0.894552017013151,0.17279075069194,0.0562856036059318,0.00164890450723222,1,0.0158489319246111,0.000179683503382327,100,0.583970634434727,0.841985288329768,119.652445248565,82.9866214195713,ps03
24cs,168,24,"high DM, low application, hot, windy, pH 6",0,cat,10,6,1.2,none,5,6,0,none,,35,10,0,cs,1,0,0,0,3.16227766016838,0,0,0,1,0,0,0,24cs,20160,FALSE,1,1,6.10301982413954e-18,0.340168414076871,0.559963382680769,0.0003430961421238,0.0003430961421238,0.0933272304467948,0.0526188994173789,0.17279075069194,0.0562856036059318,0.00100013352256053,1,0.0158489319246111,0.000340213834234531,100,0.0403138787158867,0.367228507007236,393.484843865146,43.1962660017746,ps03
24os,168,24,"high DM, low application, hot, windy, pH 6",0,cat,10,6,1.2,none,5,6,0,none,,35,10,0,os,1,0,0,0,3.16227766016838,0,0,1,0,0,0,0,24os,19992,FALSE,1,1,3.90974884965152e-17,0.23880253185999,1.9247298387149,0.000397227749188156,0.000397227749188156,0.320788306452484,0.337089977412995,0.17279075069194,0.0562856036059318,0.00164890450723222,1,0.0158489319246111,0.000393762571122411,100,0.237271214417226,0.702820415847491,219.091656930953,73.9650447490273,ps03
24ts,168,24,"high DM, low application, hot, windy, pH 6",0,cat,10,6,1.2,none,5,6,0,none,,35,10,0,ts,1,0,5,10,3.16227766016838,1,0,0,0,0,0,0,24ts,19824,FALSE,1,1,5.28801573434937e-14,0.12503075997418,3.98975712260039,0.000207978060278169,0.000207978060278169,0.664959520433398,0.894552017013151,0.135685083700309,0.0562856036059318,0.00164890450723222,1,0.0158489319246111,0.00020616378367127,100,0.529799327470913,0.824548878224724,123.999860576071,79.6739216735492,ps03
25bc,168,25,best,0,cat,1,6,1.2,none,40,48,0,deep,0.167,0,2.7,0,bc,1,0,40,1,1.6431676725155,0,1,0,0,0,1,0,25bc,20328,FALSE,1,1,2.36839309494994e-15,3.3481466185078,0.0289602110709938,7.75853185863706e-09,7.75853185863706e-09,0.000603337730645705,0.163539255500094,0.0137373004116229,0.0562856036059318,2.29894711137777e-09,1,0.0158489319246111,7.69721202962309e-09,100,0.000171600492818563,0.00216866503804645,359.444624112187,28.4418633382853,ps03
25bsth,168,25,best,0,cat,1,6,1.2,none,40,48,0,deep,0.167,0,2.7,0,bsth,1,0,40,1,1.6431676725155,0,0,0,0,0,1,0,25bsth,20496,FALSE,1,1,1.56307136879989e-14,3.34917039869399,0.0143242728207873,7.76090423003362e-09,7.76090423003362e-09,0.00029842235043307,0.163539255500094,0.00250500220548327,0.0562856036059318,2.29894711137777e-09,1,0.0158489319246111,7.69956565274447e-09,100,9.29312224499144e-05,0.000560155538577116,187.705625186659,31.1408385849964,ps03
25cs,168,25,best,0,cat,1,6,1.2,none,40,48,0,deep,0.167,0,2.7,0,cs,1,0,0,0,1.6431676725155,0,0,0,1,0,1,0,25cs,21000,FALSE,1,1,1.22187675492482e-16,3.34817775102966,0.00802507665581897,4.70593650332696e-09,4.70593650332696e-09,0.000167189096996229,0.00127841133042248,0.00250500220548327,0.0562856036059318,1.39441311646484e-09,1,0.0158489319246111,4.66874297259759e-09,100,3.62459795691493e-05,0.00023038651751577,137.799965221995,21.6796311603782,ps03
25os,168,25,best,0,cat,1,6,1.2,none,40,48,0,deep,0.167,0,2.7,0,os,1,0,0,0,1.6431676725155,0,0,1,0,0,1,0,25os,20832,FALSE,1,1,1.10712627142234e-15,3.34790105034796,0.0132840758497949,7.75796278086605e-09,7.75796278086605e-09,0.000276751580204061,0.0115835149812781,0.00250500220548327,0.0562856036059318,2.29894711137777e-09,1,0.0158489319246111,7.6966474516494e-09,100,8.80686694309623e-05,0.000388829548817923,140.497679735459,31.8222824115495,ps03
25ts,168,25,best,0,cat,1,6,1.2,none,40,48,0,deep,0.167,0,2.7,0,ts,1,0,40,1,1.6431676725155,1,0,0,0,0,1,0,25ts,20664,FALSE,1,1,1.71090999279123e-14,3.34921947728194,0.0136226464461472,7.76101795330053e-09,7.76101795330053e-09,0.000283805134294732,0.163539255500094,0.00196706960621077,0.0562856036059318,2.29894711137777e-09,1,0.0158489319246111,7.69967847632227e-09,100,9.08302629695787e-05,0.000412412105396367,145.315237661654,32.0044467114014,ps03
26bc,168,26,pig,0,pig,6,7.5,1.2,none,40,48,0,none,,13,2.7,0,bc,1,0,40,6,1.6431676725155,0,1,0,0,0,0,1,26bc,21168,FALSE,1,1,3.63110127717742e-16,1.81027435208994,16.6022788212466,0.00329154695250722,0.00329154695250722,0.34588080877597,0.365831272270901,0.172389655071473,0.0562856036059318,0.00180225861778936,1,0.0158489319246111,0.00326258255161721,100,0.284400598127386,0.445513420554386,128.805475542573,82.2250298112361,ps03
26bsth,168,26,pig,0,pig,6,7.5,1.2,none,40,48,0,none,,13,2.7,0,bsth,1,0,40,6,1.6431676725155,0,0,0,0,0,0,1,26bsth,21336,FALSE,1,1,6.98673225098879e-06,2.29586853256068,10.3167618119647,0.00417471194303332,0.00417471194303332,0.214932537749266,0.365831272270901,0.0314353223134852,0.0562856036059318,0.00180225861778936,1,0.0158489319246111,0.00413796847829912,100,0.168046096049649,0.308368042497689,143.472014859576,78.1855077920714,ps03
26cs,168,26,pig,0,pig,6,7.5,1.2,none,40,48,0,none,,13,2.7,0,cs,1,0,0,0,1.6431676725155,0,0,0,1,0,0,1,26cs,21840,FALSE,1,1,7.18591108125549e-08,2.78475678917724,2.97795642394767,0.00307009147230763,0.00307009147230763,0.0620407588322431,0.0037626044606321,0.0314353223134852,0.0562856036059318,0.00109314957419841,1,0.0158489319246111,0.00304415795724954,100,0.0452738580044505,0.0764487313027255,123.223398200917,72.9743782258854,ps03
26os,168,26,pig,0,pig,6,7.5,1.2,none,40,48,0,none,,13,2.7,0,os,1,0,0,0,1.6431676725155,0,0,1,0,0,0,1,26os,21672,FALSE,1,1,6.38307532256097e-07,2.45764662334546,5.16626070391185,0.00446865810591124,0.00446865810591124,0.107630431331497,0.0334223279548604,0.0314353223134852,0.0562856036059318,0.00180225861778936,1,0.0158489319246111,0.0044293348718083,100,0.0983532575148583,0.166680922492603,154.864122005823,91.3805289992146,ps03
